X	Y	Species	Type	Dbh	Height	vigorous	sawlog	YearsInfested	Growth	treeclass
114.484	140.784	Western_Redcedar	Adult	82.0862	29.8282	0	1	0	14.7	3
133.618	128.082	Subalpine_Fir	Adult	82.0486	28.4221	0	0	0	1.5	4
190.045	119.031	Hybrid_Spruce	Adult	81.9983	26.1043	0	0	1	9.7	4
106.25	119.873	Trembling_Aspen	Adult	81.9788	28.1364	0	1	1	12	3
7.36084	33.0811	Subalpine_Fir	Adult	81.9543	28.4168	1	1	5	0.2	1
76.6663	102.368	Western_Hemlock	Adult	81.9266	29.8357	1	0	1	7.3	2
6.56128	179.218	Western_Hemlock	Adult	81.922	29.8357	0	0	0	4.4	4
89.9597	78.363	Paper_Birch	Adult	81.8759	29.0802	1	0	0	11.3	2
30.0842	139.465	Trembling_Aspen	Adult	81.8219	28.1266	1	1	1	8	1
72.7112	169.318	Trembling_Aspen	Adult	81.7749	28.1237	1	0	4	2.3	2
135.675	5.80444	Trembling_Aspen	Adult	81.7157	28.12	0	0	0	8.8	4
150.464	149.359	Subalpine_Fir	Adult	81.7081	28.403	0	0	0	4.6	4
60.73	120.459	Hybrid_Spruce	Adult	81.6614	26.0723	1	1	1	8.5	1
50.0549	151.318	Lodgepole_Pine	Adult	81.6479	29.7039	1	1	1	5.8	1
2.67334	43.0298	Paper_Birch	Adult	81.6309	29.0707	1	1	3	12.5	1
29.2725	69.6411	Black_Cottonwood	Adult	81.4853	29.2678	1	0	2	9.8	2
160.626	189.24	Western_Redcedar	Adult	81.3766	29.8205	1	1	2	4.4	1
134.21	129.053	Amabilis_Fir	Adult	81.3721	29.8299	1	0	0	9.4	2
185.535	159.662	Subalpine_Fir	Adult	81.3635	28.3834	0	0	0	8.2	4
170.929	73.2056	Hybrid_Spruce	Adult	81.3498	26.0424	1	0	4	5.3	2
44.2932	198.828	Trembling_Aspen	Adult	81.3428	28.0964	1	1	3	9.8	1
154.974	125.421	Subalpine_Fir	Adult	81.2216	28.3753	0	1	0	11.6	3
58.7585	42.2607	Western_Hemlock	Adult	81.1838	29.8279	1	1	5	8.5	1
110.59	159.302	Amabilis_Fir	Adult	81.0556	29.8265	0	1	0	8.8	3
2.56348	3.32031	Lodgepole_Pine	Adult	81.0385	29.6936	0	0	5	12.7	4
18.4998	23.1384	Paper_Birch	Adult	80.9995	29.0457	0	1	1	4.1	3
77.8503	25.7507	Black_Cottonwood	Adult	80.9933	29.2514	1	0	3	5.2	2
193.604	184.564	Hybrid_Spruce	Adult	80.9839	26.007	0	1	5	10.5	3
118.622	58.7952	Lodgepole_Pine	Adult	80.9796	29.6926	1	0	2	3.5	2
109.778	47.3267	Subalpine_Fir	Adult	80.8817	28.3557	0	0	0	5	4
163.428	69.2322	Trembling_Aspen	Adult	80.8011	28.0618	1	1	3	7.3	1
190.961	148.383	Western_Hemlock	Adult	80.6717	29.8222	0	0	5	4	4
108.649	2.20947	Paper_Birch	Adult	80.6494	29.0316	0	1	2	0.2	3
43.8049	181.787	Western_Hemlock	Adult	80.6277	29.8217	1	1	5	1.2	1
9.97925	90.448	Trembling_Aspen	Adult	80.6061	28.0491	0	1	3	2.9	3
53.0701	9.729	Trembling_Aspen	Adult	80.5624	28.0463	1	1	0	10.3	1
115.051	38.6902	Trembling_Aspen	Adult	80.5399	28.0448	0	1	2	10.8	3
21.6064	138.373	Western_Redcedar	Adult	80.5341	29.8108	0	1	3	6.9	3
67.0715	168.024	Western_Redcedar	Adult	80.3622	29.8087	1	0	2	6.3	2
167.578	195.734	Paper_Birch	Adult	80.3046	29.0175	1	0	0	7.6	2
64.2212	136.005	Paper_Birch	Adult	80.2924	29.017	1	1	0	1.6	1
182.825	184.155	Amabilis_Fir	Adult	80.2859	29.8178	1	0	0	10.5	2
142.053	105.682	Hybrid_Spruce	Adult	80.2078	25.9309	0	1	3	8	3
185.193	17.6941	Western_Hemlock	Adult	80.1282	29.816	0	0	1	10.3	4
107.947	140.039	Subalpine_Fir	Adult	80.0525	28.3068	0	1	0	8.1	3
25.2869	111.749	Western_Hemlock	Adult	80.0323	29.8149	0	1	5	3.8	3
39.7461	5.43823	Western_Hemlock	Adult	79.9933	29.8144	1	1	1	9.5	1
120.911	14.6179	Black_Cottonwood	Adult	79.9518	29.2155	0	0	2	1.1	4
92.688	182.611	Trembling_Aspen	Adult	79.91	28.0033	0	1	4	10.1	3
88.5864	46.0693	Paper_Birch	Adult	79.855	28.9988	1	0	2	8.2	2
156.226	121.588	Subalpine_Fir	Adult	79.7256	28.2871	0	0	0	7.8	4
91.3696	113.629	Western_Redcedar	Adult	79.7092	29.8008	0	1	3	11.2	3
122.949	170.654	Black_Cottonwood	Adult	79.6609	29.2051	0	0	3	2.5	4
184.186	58.6975	Western_Hemlock	Adult	79.5746	29.8095	0	0	1	1.6	4
30.3223	190.948	Black_Cottonwood	Adult	79.5135	29.1999	1	0	4	5.7	2
195.166	109.32	Paper_Birch	Adult	79.4427	28.9813	0	0	0	10.9	4
134.167	155.219	Black_Cottonwood	Adult	79.4186	29.1964	0	0	5	0.9	4
83.8501	91.803	Hybrid_Spruce	Adult	79.4092	25.851	1	0	2	2.7	2
41.0889	84.6741	Hybrid_Spruce	Adult	79.4022	25.8503	0	0	4	7.4	4
12.4695	128.717	Amabilis_Fir	Adult	79.3292	29.8065	0	1	0	10.6	3
186.792	65.094	Lodgepole_Pine	Adult	79.3137	29.6626	0	0	0	1.4	4
74.4446	156.177	Lodgepole_Pine	Adult	79.3045	29.6624	0	0	5	8.1	4
198.151	157.324	Black_Cottonwood	Adult	79.1922	29.1882	0	1	0	11.2	3
47.699	36.5723	Western_Redcedar	Adult	79.1306	29.7935	1	1	3	7.1	1
101.196	179.803	Western_Redcedar	Adult	79.0756	29.7928	0	1	4	13.8	3
185.217	81.8359	Black_Cottonwood	Adult	79.0582	29.1833	0	1	1	11.2	3
138.751	157.013	Subalpine_Fir	Adult	78.9722	28.2409	0	1	1	6.3	3
149.316	105.365	Western_Redcedar	Adult	78.9404	29.791	1	0	0	20.5	2
44.5984	91.2048	Trembling_Aspen	Adult	78.8437	27.9311	1	1	1	3.4	1
18.7805	97.8455	Subalpine_Fir	Adult	78.8037	28.2304	0	1	0	13.5	3
146.49	172.516	Western_Hemlock	Adult	78.6682	29.7983	1	1	2	3.4	1
64.801	51.4954	Paper_Birch	Adult	78.6328	28.946	1	0	0	5.2	2
10.2905	192.236	Amabilis_Fir	Adult	78.6148	29.7976	0	0	0	14.7	4
82.9712	168.25	Lodgepole_Pine	Adult	78.5931	29.6487	1	0	5	7.8	2
175.061	21.2585	Paper_Birch	Adult	78.5895	28.9441	0	1	4	9.6	3
85.7361	90.5518	Amabilis_Fir	Adult	78.584	29.7972	0	0	0	9.7	4
65.3931	161.188	Paper_Birch	Adult	78.5556	28.9426	1	0	3	0.4	2
11.9873	83.0261	Trembling_Aspen	Adult	78.479	27.9058	1	0	4	14.1	2
1.37939	39.3188	Black_Cottonwood	Adult	78.4293	29.1598	0	1	5	14.6	3
123.328	195.746	Hybrid_Spruce	Adult	78.3109	25.7386	0	0	2	1.4	4
17.334	107.489	Trembling_Aspen	Adult	78.2904	27.8926	0	0	3	13.5	4
54.5288	37.03	Amabilis_Fir	Adult	78.2883	29.7934	0	1	0	5.5	3
114.624	125.14	Western_Hemlock	Adult	78.2462	29.7929	0	1	3	2.7	3
134.454	109.259	Western_Redcedar	Adult	78.1815	29.7809	1	1	1	21.6	1
156.47	91.6809	Western_Hemlock	Adult	78.1659	29.7918	1	1	1	9.9	1
174.701	125.238	Black_Cottonwood	Adult	78.1271	29.1483	0	0	0	3	4
25.1343	62.7686	Paper_Birch	Adult	78.0664	28.9206	0	0	1	4.4	4
159.937	134.601	Amabilis_Fir	Adult	78.0243	29.7899	1	1	0	8.1	1
168.835	131.921	Subalpine_Fir	Adult	77.9413	28.1756	0	1	0	11.1	3
131.537	93.4326	Subalpine_Fir	Adult	77.8049	28.1668	0	0	0	8.8	4
143.201	12.5671	Amabilis_Fir	Adult	77.7448	29.7862	0	0	0	4.1	4
180.182	137.433	Trembling_Aspen	Adult	77.641	27.8464	0	0	4	3.8	4
2.62451	96.6858	Western_Redcedar	Adult	77.612	29.773	0	1	3	5	3
121.405	127.454	Western_Hemlock	Adult	77.5854	29.7841	0	0	5	8.4	4
39.2273	1.5686	Lodgepole_Pine	Adult	77.5317	29.6272	1	1	0	12	1
124.036	17.4194	Paper_Birch	Adult	77.4832	28.8939	0	0	4	9.3	4
180.286	108.893	Amabilis_Fir	Adult	77.4637	29.7824	0	0	0	1.7	4
189.185	95.52	Amabilis_Fir	Adult	77.3013	29.7802	0	1	0	11.2	3
108.154	129.559	Black_Cottonwood	Adult	77.2925	29.1157	0	1	2	1.2	3
165.112	6.23779	Trembling_Aspen	Adult	77.269	27.8196	1	0	5	6	2
57.4097	20.4346	Amabilis_Fir	Adult	77.2064	29.7788	0	1	0	2.2	3
188.086	2.27051	Amabilis_Fir	Adult	77.1536	29.7781	0	0	0	9.5	4
137.598	170.837	Western_Redcedar	Adult	77.0963	29.7656	0	0	0	10.2	4
65.1367	160.986	Amabilis_Fir	Adult	76.9843	29.7757	0	0	0	4.6	4
86.2854	39.7644	Hybrid_Spruce	Adult	76.9629	25.5965	1	0	5	0.5	2
103.735	42.1326	Subalpine_Fir	Adult	76.9492	28.1106	0	1	0	5.5	3
179.376	68.2251	Lodgepole_Pine	Adult	76.9028	29.6138	0	0	2	1.2	4
173.486	63.3362	Western_Redcedar	Adult	76.8973	29.7626	0	0	2	2.7	4
74.3042	80.9998	Western_Redcedar	Adult	76.8146	29.7614	1	0	5	7.3	2
10.675	85.2356	Western_Hemlock	Adult	76.7548	29.7725	0	1	0	4.7	3
55.2185	19.574	Hybrid_Spruce	Adult	76.7453	25.5732	1	1	2	11.9	1
195.294	103.076	Western_Redcedar	Adult	76.7252	29.7601	0	0	2	15	4
177.209	176.434	Black_Cottonwood	Adult	76.7151	29.0925	0	0	1	4.8	4
80.0781	104.449	Western_Hemlock	Adult	76.712	29.7718	0	1	5	1.4	3
123.541	86.4319	Western_Hemlock	Adult	76.6467	29.7709	0	0	1	11.8	4
8.40454	98.7061	Western_Hemlock	Adult	76.5887	29.7701	1	0	5	12	2
113.959	2.52075	Amabilis_Fir	Adult	76.4166	29.7676	0	1	0	2.8	3
138.159	183.856	Western_Redcedar	Adult	76.3263	29.754	0	1	5	14.4	3
135.364	119.525	Paper_Birch	Adult	76.3019	28.8376	0	0	4	4.3	4
46.2769	94.8792	Subalpine_Fir	Adult	76.2695	28.0646	0	1	0	3.8	3
81.8848	121.558	Hybrid_Spruce	Adult	76.2201	25.5162	1	0	5	10.6	2
71.0815	154.559	Lodgepole_Pine	Adult	76.2024	29.5984	1	0	5	5.7	2
183.728	5.0415	Amabilis_Fir	Adult	76.1884	29.7642	0	1	0	7.5	3
160.394	192.279	Subalpine_Fir	Adult	76.1462	28.0562	0	1	5	2.7	3
19.0491	175.604	Lodgepole_Pine	Adult	76.1057	29.5962	1	0	4	1.3	2
94.9951	79.1016	Trembling_Aspen	Adult	76.0556	27.7296	0	1	4	2.4	3
124.255	174.072	Trembling_Aspen	Adult	76.0413	27.7285	0	0	3	8.3	4
141.565	19.6045	Lodgepole_Pine	Adult	75.9677	29.593	0	0	4	5.5	4
141.913	69.3848	Lodgepole_Pine	Adult	75.8035	29.5893	0	0	1	3.3	4
101.019	137.213	Black_Cottonwood	Adult	75.7404	29.0518	0	1	3	6.4	3
175.073	88.2996	Paper_Birch	Adult	75.5145	28.7985	0	1	1	10.7	3
146.332	14.0015	Amabilis_Fir	Adult	75.5084	29.7539	0	0	0	9.2	4
117.554	199.158	Subalpine_Fir	Adult	75.4816	28.01	0	0	0	7.2	4
138.562	31.9702	Lodgepole_Pine	Adult	75.3711	29.5792	0	0	5	9.8	4
196.49	168.988	Hybrid_Spruce	Adult	75.2383	25.4078	0	0	1	8.1	4
33.5754	2.94189	Lodgepole_Pine	Adult	75.2295	29.5759	0	1	1	11.4	3
193.878	178.723	Lodgepole_Pine	Adult	75.2042	29.5753	0	0	4	7.2	4
127.771	88.501	Trembling_Aspen	Adult	75.1611	27.6609	0	0	0	9.5	4
30.957	52.1729	Hybrid_Spruce	Adult	75.0894	25.3912	0	1	1	11.7	3
15.8264	54.3884	Western_Hemlock	Adult	75.0156	29.7461	0	0	1	13.7	4
163.916	42.395	Western_Redcedar	Adult	75.0024	29.7329	1	1	3	3.7	1
30.6274	68.0908	Western_Redcedar	Adult	74.9478	29.732	1	0	2	5.4	2
26.8921	29.7913	Black_Cottonwood	Adult	74.8138	29.0114	1	0	5	2.5	2
86.499	142.761	Lodgepole_Pine	Adult	74.6835	29.5627	1	0	5	6.9	2
95.5383	127.85	Western_Hemlock	Adult	74.6786	29.7407	0	1	3	2.2	3
14.6912	161.993	Hybrid_Spruce	Adult	74.678	25.3448	0	1	2	0.7	3
157.77	141.376	Amabilis_Fir	Adult	74.6664	29.7405	1	0	0	0.7	2
3.71704	190.247	Subalpine_Fir	Adult	74.6301	27.9492	0	0	0	3.4	4
193.073	82.8125	Amabilis_Fir	Adult	74.5889	29.7392	0	0	0	5.9	4
172.253	64.6484	Lodgepole_Pine	Adult	74.5413	29.5592	0	1	0	4.4	3
60.8643	45.8557	Hybrid_Spruce	Adult	74.4998	25.3246	1	1	0	5.1	1
132.574	150.507	Trembling_Aspen	Adult	74.4968	27.6085	0	0	2	7.6	4
15.1917	47.8943	Lodgepole_Pine	Adult	74.4922	29.558	0	1	3	3.9	3
47.229	1.01318	Lodgepole_Pine	Adult	74.4885	29.5579	1	1	0	4.7	1
64.1296	165.198	Black_Cottonwood	Adult	74.4772	28.9963	1	0	3	4.3	2
145.532	59.8267	Trembling_Aspen	Adult	74.4089	27.6015	1	1	0	4.1	1
149.689	100.464	Western_Redcedar	Adult	74.3665	29.7221	1	0	5	14.3	2
56.2927	11.0718	Western_Hemlock	Adult	74.1467	29.7318	1	1	2	7.6	1
157.861	65.0818	Subalpine_Fir	Adult	74.1382	27.9133	0	1	0	2.4	3
62.7808	193.109	Hybrid_Spruce	Adult	73.9728	25.2642	1	0	2	10.2	2
28.0762	190.924	Western_Hemlock	Adult	73.8974	29.7276	0	0	2	8.8	4
189.392	28.1311	Hybrid_Spruce	Adult	73.8248	25.2471	0	0	0	10.2	4
33.9294	151.782	Paper_Birch	Adult	73.736	28.7053	0	1	4	1.9	3
158.954	131.744	Western_Redcedar	Adult	73.7122	29.7105	1	1	1	12.9	1
10.6812	98.9075	Amabilis_Fir	Adult	73.6969	29.7241	0	0	0	3.2	4
158.722	180.762	Black_Cottonwood	Adult	73.6639	28.9589	1	1	1	6.3	1
57.0374	65.7104	Trembling_Aspen	Adult	73.624	27.5379	1	1	1	8	1
143.634	182.379	Black_Cottonwood	Adult	73.5956	28.9557	0	1	3	0.8	3
166.107	129.706	Lodgepole_Pine	Adult	73.5678	29.5345	1	1	0	3	1
96.167	141.113	Lodgepole_Pine	Adult	73.5562	29.5342	0	1	0	5.2	3
123.389	122.272	Trembling_Aspen	Adult	73.4796	27.526	0	0	1	1.2	4
26.1353	99.1272	Trembling_Aspen	Adult	73.4134	27.5205	0	0	3	8.9	4
37.2925	99.0234	Hybrid_Spruce	Adult	73.392	25.1968	1	1	2	9.1	1
96.2036	1.5686	Black_Cottonwood	Adult	73.3417	28.9437	0	1	1	0.4	3
105.481	85.907	Hybrid_Spruce	Adult	73.3121	25.1875	0	1	3	1	3
34.3689	56.2073	Paper_Birch	Adult	73.2251	28.6773	0	0	4	2.8	4
21.4417	64.2395	Paper_Birch	Adult	73.2111	28.6765	1	0	4	3.4	2
51.2634	158.514	Western_Hemlock	Adult	73.1763	29.7149	1	1	1	2.4	1
43.75	9.82666	Subalpine_Fir	Adult	73.157	27.8396	0	1	0	1.6	3
44.5496	194.128	Trembling_Aspen	Adult	73.0765	27.4925	1	1	5	1	1
57.074	105.206	Amabilis_Fir	Adult	73.0719	29.713	0	1	0	4.3	3
197.137	14.624	Black_Cottonwood	Adult	73.0475	28.9296	0	0	4	7.3	4
94.8059	127.271	Hybrid_Spruce	Adult	73.0457	25.1562	0	1	1	9.9	3
36.6882	124.536	Amabilis_Fir	Adult	72.9596	29.711	0	1	0	0.6	3
165.442	145.685	Subalpine_Fir	Adult	72.8882	27.819	0	1	0	2.2	3
152.826	79.187	Trembling_Aspen	Adult	72.8574	27.4742	1	1	2	10.6	1
59.1797	127.026	Western_Hemlock	Adult	72.8299	29.7086	1	1	3	12	1
44.6777	98.0713	Lodgepole_Pine	Adult	72.7951	29.5139	1	1	5	9.4	1
172.552	12.5732	Subalpine_Fir	Adult	72.7139	27.8056	0	0	0	0.2	4
65.5701	179.73	Paper_Birch	Adult	72.6215	28.6433	1	0	4	1.7	2
8.37402	170.959	Hybrid_Spruce	Adult	72.4911	25.0904	0	0	1	2.2	4
48.6267	140.436	Trembling_Aspen	Adult	72.4905	27.4431	1	1	1	0.8	1
10.4248	23.0713	Paper_Birch	Adult	72.4622	28.6342	1	1	5	3	1
133.362	50.9338	Trembling_Aspen	Adult	72.4124	27.4364	0	0	3	7.4	4
35.0342	84.4238	Black_Cottonwood	Adult	72.3129	28.8936	0	0	0	1.1	4
23.0225	147.473	Subalpine_Fir	Adult	72.3126	27.7742	1	0	0	2.8	2
70.9534	177.576	Subalpine_Fir	Adult	72.3059	27.7737	0	0	0	7.1	4
178.082	38.6414	Black_Cottonwood	Adult	72.2574	28.8909	0	1	3	2.4	3
50.6165	77.0691	Western_Redcedar	Adult	72.1301	29.6805	1	1	0	9.3	1
86.6516	113.049	Hybrid_Spruce	Adult	71.8594	25.0143	1	0	1	6.5	2
146.545	17.3462	Western_Redcedar	Adult	71.8576	29.675	1	1	2	12.5	1
78.6255	71.698	Subalpine_Fir	Adult	71.8481	27.7374	0	0	0	3	4
44.7998	111.505	Paper_Birch	Adult	71.7853	28.5948	1	1	1	2.6	1
103.955	49.1394	Western_Redcedar	Adult	71.7297	29.6724	0	1	1	12.3	3
192.139	113.525	Subalpine_Fir	Adult	71.6766	27.7236	0	0	0	1.3	4
125.146	59.4299	Western_Hemlock	Adult	71.6089	29.6853	1	0	1	4.6	2
125.177	127.399	Paper_Birch	Adult	71.4639	28.5757	0	0	4	8.9	4
133.124	184.064	Hybrid_Spruce	Adult	71.4288	24.9618	0	0	1	4.9	4
69.635	138.104	Subalpine_Fir	Adult	71.3272	27.6954	0	0	0	2.7	4
110.663	104.822	Trembling_Aspen	Adult	71.2793	27.3377	0	1	0	4.3	3
124.872	24.2737	Black_Cottonwood	Adult	71.2488	28.8394	1	0	0	6.2	2
79.9683	197.375	Western_Hemlock	Adult	71.0562	29.6742	1	0	2	6.9	2
137.238	197.528	Western_Redcedar	Adult	71.0455	29.6581	1	1	4	14.1	1
34.4421	105.292	Trembling_Aspen	Adult	70.9167	27.3054	1	1	5	9.5	1
190.619	26.4771	Western_Redcedar	Adult	70.867	29.6543	0	1	4	10.4	3
101.447	77.1729	Paper_Birch	Adult	70.8121	28.5362	0	1	3	11.4	3
54.7913	128.998	Western_Hemlock	Adult	70.7745	29.6683	1	0	0	0.1	2
88.3423	94.2505	Lodgepole_Pine	Adult	70.7693	29.4555	1	0	5	6.6	2
89.4897	75.9338	Paper_Birch	Adult	70.7556	28.5327	1	0	3	2.5	2
132.397	84.8999	Hybrid_Spruce	Adult	70.7071	24.8725	0	0	5	10.9	4
154.028	186.121	Subalpine_Fir	Adult	70.6509	27.6396	0	0	0	11	4
15.3503	88.5803	Paper_Birch	Adult	70.5411	28.5194	1	1	2	4.7	1
79.2664	93.6707	Amabilis_Fir	Adult	70.4974	29.6625	0	0	0	0.3	4
75.9766	147.662	Western_Hemlock	Adult	70.4739	29.662	1	0	3	4.7	2
101.831	167.291	Paper_Birch	Adult	70.1239	28.4933	0	1	0	7.2	3
129.297	188.177	Hybrid_Spruce	Adult	70.0156	24.7855	0	0	2	6.2	4
40.5762	125.592	Western_Redcedar	Adult	69.8734	29.6322	1	1	0	5.9	1
18.0481	108.502	Paper_Birch	Adult	69.8529	28.476	0	1	2	0.5	3
168.738	139.368	Black_Cottonwood	Adult	69.697	28.7554	1	1	1	2.8	1
111.42	152.234	Trembling_Aspen	Adult	69.6097	27.1854	0	1	3	9.1	3
174.286	90.509	Lodgepole_Pine	Adult	69.5895	29.4183	0	1	3	3.8	3
85.5774	85.022	Amabilis_Fir	Adult	69.5544	29.6418	0	0	0	5.2	4
145.056	33.1055	Amabilis_Fir	Adult	69.5062	29.6408	0	0	0	5.6	4
40.4724	115.601	Black_Cottonwood	Adult	69.4885	28.7437	1	1	1	7	1
171.051	117.261	Black_Cottonwood	Adult	69.455	28.7418	0	0	4	3.9	4
66.4551	127.557	Black_Cottonwood	Adult	69.3808	28.7376	1	0	1	4.8	2
156.195	112.866	Subalpine_Fir	Adult	69.3494	27.5285	0	1	0	2.7	3
103.967	105.011	Lodgepole_Pine	Adult	69.2117	29.4059	0	1	0	2.4	3
156.653	138.177	Trembling_Aspen	Adult	69.1437	27.1413	1	0	5	1.4	2
185.211	177.795	Western_Hemlock	Adult	69.1345	29.6322	0	0	5	7.4	4
63.3484	76.7883	Trembling_Aspen	Adult	69.1251	27.1395	1	0	0	5.5	2
88.7085	198.462	Lodgepole_Pine	Adult	69.1141	29.4026	1	0	4	11.1	2
178.497	81.9519	Amabilis_Fir	Adult	69.1135	29.6318	0	0	0	2.5	4
43.9331	181.805	Western_Hemlock	Adult	69.0619	29.6306	1	1	0	7.7	1
155.682	140.912	Subalpine_Fir	Adult	69.0521	27.5024	0	1	0	5.2	3
103.119	145.947	Western_Redcedar	Adult	69.0469	29.6128	0	1	5	10.8	3
57.7148	2.64893	Black_Cottonwood	Adult	68.8913	28.7095	1	1	3	10	1
21.3989	145.013	Lodgepole_Pine	Adult	68.8904	29.3951	0	1	5	12.3	3
0.0244141	18.6401	Black_Cottonwood	Adult	68.8135	28.705	0	1	5	9.9	3
78.9795	66.7542	Hybrid_Spruce	Adult	68.7817	24.6266	1	0	1	7.1	2
108.612	161.707	Amabilis_Fir	Adult	68.6798	29.6216	0	1	0	8.5	3
191.26	68.5974	Subalpine_Fir	Adult	68.6554	27.4672	0	1	0	8.3	3
134.54	97.0642	Western_Hemlock	Adult	68.4769	29.6167	0	0	0	1.1	4
159.363	117.859	Lodgepole_Pine	Adult	68.392	29.378	1	0	3	1.7	2
147.827	90.271	Black_Cottonwood	Adult	68.3124	28.6754	1	0	0	2.8	2
110.846	104.651	Western_Hemlock	Adult	68.2712	29.6117	0	1	4	6.1	3
187.006	173.682	Paper_Birch	Adult	68.1628	28.3639	0	1	0	10.5	3
181.885	165.039	Paper_Birch	Adult	68.125	28.3613	0	0	5	0.8	4
20.5322	41.9495	Hybrid_Spruce	Adult	68.107	24.5376	1	0	0	2.2	2
37.616	79.0405	Amabilis_Fir	Adult	68.0954	29.6074	0	1	0	8.3	3
181.128	185.382	Hybrid_Spruce	Adult	68.0597	24.5313	0	1	5	6.2	3
142.358	10.8704	Hybrid_Spruce	Adult	68.0521	24.5303	0	1	0	7.2	3
113.177	102.356	Black_Cottonwood	Adult	68.0389	28.659	0	1	0	10.1	3
124.591	81.5063	Lodgepole_Pine	Adult	68.0316	29.3653	0	0	3	6	4
103.748	64.1418	Amabilis_Fir	Adult	67.9742	29.6043	0	1	0	1.6	3
59.2651	163.947	Lodgepole_Pine	Adult	67.9419	29.3621	1	1	0	6.2	1
70.7764	85.3638	Western_Redcedar	Adult	67.8934	29.5839	1	0	5	7.9	2
70.8496	173.535	Western_Hemlock	Adult	67.8082	29.6002	1	0	1	1.6	2
169.916	139.343	Black_Cottonwood	Adult	67.7588	28.642	1	1	0	6.3	1
117.273	140.277	Subalpine_Fir	Adult	67.7469	27.3846	0	0	0	8.1	4
169.183	57.1533	Black_Cottonwood	Adult	67.7124	28.6392	1	1	0	3.8	1
83.8196	168.127	Western_Redcedar	Adult	67.6575	29.5778	1	0	2	6.6	2
111.493	28.5828	Hybrid_Spruce	Adult	67.6199	24.4725	0	1	2	9.6	3
113.843	88.9282	Western_Hemlock	Adult	67.5839	29.5945	0	1	0	3.4	3
15.1489	191.254	Western_Redcedar	Adult	67.5153	29.574	0	0	5	7.5	4
141.272	10.0159	Western_Redcedar	Adult	67.4753	29.5729	0	0	0	24.3	4
85.7483	170.77	Western_Hemlock	Adult	67.4588	29.5913	1	0	2	5.7	2
185.889	107.874	Amabilis_Fir	Adult	67.4573	29.5913	0	1	0	1.9	3
93.927	155.627	Subalpine_Fir	Adult	67.4475	27.3568	0	1	0	1.3	3
19.2322	109.54	Paper_Birch	Adult	67.3825	28.3094	0	1	4	14.8	3
62.9272	129.254	Lodgepole_Pine	Adult	67.3154	29.3393	1	0	4	0.7	2
158.124	72.4365	Black_Cottonwood	Adult	67.265	28.6115	1	0	3	1.5	2
11.3342	101.404	Hybrid_Spruce	Adult	67.2638	24.4244	1	0	1	13.2	2
193.25	84.3079	Western_Redcedar	Adult	67.2281	29.5663	0	0	4	0.7	4
157.904	103.687	Western_Hemlock	Adult	67.2159	29.585	1	1	5	9.9	1
12.7869	8.81348	Western_Redcedar	Adult	67.1573	29.5644	1	1	5	8.9	1
111.823	119.897	Trembling_Aspen	Adult	67.1396	26.9438	0	1	1	9.1	3
179.376	100.708	Black_Cottonwood	Adult	67.0215	28.5962	0	1	0	3.7	3
39.9719	77.1362	Hybrid_Spruce	Adult	66.9708	24.3845	1	1	4	10.5	1
169.226	10.9009	Amabilis_Fir	Adult	66.9174	29.5771	0	0	0	1.8	4
125.494	28.9612	Lodgepole_Pine	Adult	66.8323	29.3212	0	0	1	0	4
77.9297	85.907	Hybrid_Spruce	Adult	66.6638	24.3424	1	0	3	3	2
178.888	180.273	Hybrid_Spruce	Adult	66.6342	24.3383	0	0	4	4.6	4
13.2874	192.291	Western_Hemlock	Adult	66.6309	29.5694	0	1	1	0.9	3
104.089	9.50928	Amabilis_Fir	Adult	66.5573	29.5674	0	1	0	1.5	3
157.898	150.208	Lodgepole_Pine	Adult	66.5469	29.3103	1	0	5	0.6	2
196.808	11.8042	Trembling_Aspen	Adult	66.4471	26.8725	0	1	2	4.5	3
144.916	160.76	Amabilis_Fir	Adult	66.4102	29.5634	1	1	0	2.8	1
35.6018	89.2212	Trembling_Aspen	Adult	66.377	26.8651	1	1	1	2.7	1
87.4329	127.344	Amabilis_Fir	Adult	66.3309	29.5612	0	0	0	11.7	4
141.919	133.331	Western_Hemlock	Adult	66.2845	29.5599	0	0	2	1.8	4
152.319	19.4397	Western_Redcedar	Adult	66.2836	29.54	1	1	2	11.7	1
35.4431	65.979	Western_Hemlock	Adult	66.225	29.5583	1	1	0	7.5	1
55.4504	126.959	Trembling_Aspen	Adult	66.1102	26.8371	1	1	3	11.7	1
29.9133	106.873	Subalpine_Fir	Adult	66.0065	27.2187	0	0	0	9.9	4
5.71899	144.849	Western_Redcedar	Adult	65.8121	29.5263	0	0	5	6.7	4
75.2197	128.607	Hybrid_Spruce	Adult	65.7352	24.2131	1	0	4	7.7	2
64.4104	197.852	Amabilis_Fir	Adult	65.7321	29.5443	0	0	0	7.7	4
129.028	15.5518	Hybrid_Spruce	Adult	65.6329	24.1987	1	0	4	6	2
40.8142	30.3772	Lodgepole_Pine	Adult	65.5768	29.2718	1	1	1	1.8	1
175.83	149.908	Hybrid_Spruce	Adult	65.5508	24.1871	0	0	4	1.2	4
83.8806	133.972	Western_Redcedar	Adult	65.4797	29.5164	1	0	4	5.9	2
157.629	79.2419	Amabilis_Fir	Adult	65.4382	29.5358	0	1	0	2.3	3
72.876	196.698	Trembling_Aspen	Adult	65.3021	26.7508	1	0	3	4.5	2
